metric,variant,subgroup,geo_type,geo_id,window_start,golden_value,golden_n,recomputed_value,recomputed_n,agree,differs_in
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38108,2024-07-01,2,37,2.0,37,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38108,2025-04-02,NA,16,,16,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38111,2024-07-01,8,330,8.0,330,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38111,2025-04-02,8,80,8.0,80,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38112,2024-07-01,5,260,5.0,260,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38112,2025-04-02,9,45,9.0,45,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38117,2024-07-01,7,468,7.0,468,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38117,2025-04-02,6,158,6.0,158,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38120,2024-07-01,2.5,48,2.5,48,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38120,2025-04-02,NA,5,,5,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38122,2024-07-01,6,301,6.0,301,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38122,2025-04-02,11,76,11.0,76,True,
median_business_days_to_close,primary,SWM-Missed Bulk Trash,zcta,38152,2024-07-01,NA,1,,1,True,
pct_within_target,lower_bound,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.97911227154047,383,0.97911227154047,383,True,
pct_within_target,lower_bound,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.965317919075145,173,0.9653179190751445,173,True,
pct_within_target,lower_bound,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
pct_within_target,lower_bound,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
pct_within_target,lower_bound,PW (SM)-Potholes,council_district,5,2024-07-01,0.979002624671916,381,0.979002624671916,381,True,
pct_within_target,lower_bound,PW (SM)-Potholes,council_district,5,2025-04-02,0.965116279069767,172,0.9651162790697675,172,True,
pct_within_target,lower_bound,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0.968421052631579,95,0.968421052631579,95,True,
pct_within_target,lower_bound,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,0.955555555555556,45,0.9555555555555556,45,True,
pct_within_target,lower_bound,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.983471074380165,121,0.9834710743801653,121,True,
pct_within_target,lower_bound,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,0.970149253731343,67,0.9701492537313433,67,True,
pct_within_target,lower_bound,PW (SM)-Potholes,super_district,9,2024-07-01,0.97911227154047,383,0.97911227154047,383,True,
pct_within_target,lower_bound,PW (SM)-Potholes,super_district,9,2025-04-02,0.965317919075145,173,0.9653179190751445,173,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,20,,20,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,6,,6,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,4,,4,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,3,,3,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,4,,4,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,4,,4,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38111,2024-07-01,0.99,100,0.99,100,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38111,2025-04-02,1,37,1.0,37,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38112,2024-07-01,0.98019801980198,101,0.9801980198019802,101,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38112,2025-04-02,0.967213114754098,61,0.9672131147540983,61,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38117,2024-07-01,0.962025316455696,79,0.9620253164556962,79,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38117,2025-04-02,0.944444444444444,36,0.9444444444444444,36,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,16,,16,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,9,,9,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38122,2024-07-01,1,59,1.0,59,True,
pct_within_target,lower_bound,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,17,,17,True,
pct_within_target,primary,PW (SM)-Potholes,citywide,4748000,2024-07-01,1,376,1.0,376,True,
pct_within_target,primary,PW (SM)-Potholes,citywide,4748000,2025-04-02,1,166,1.0,166,True,
pct_within_target,primary,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
pct_within_target,primary,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
pct_within_target,primary,PW (SM)-Potholes,council_district,5,2024-07-01,1,374,1.0,374,True,
pct_within_target,primary,PW (SM)-Potholes,council_district,5,2025-04-02,1,165,1.0,165,True,
pct_within_target,primary,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,1,95,1.0,95,True,
pct_within_target,primary,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,1,45,1.0,45,True,
pct_within_target,primary,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,1,116,1.0,116,True,
pct_within_target,primary,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,1,62,1.0,62,True,
pct_within_target,primary,PW (SM)-Potholes,super_district,9,2024-07-01,1,376,1.0,376,True,
pct_within_target,primary,PW (SM)-Potholes,super_district,9,2025-04-02,1,166,1.0,166,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,19,,19,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,5,,5,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,4,,4,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,3,,3,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,4,,4,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,4,,4,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38111,2024-07-01,1,100,1.0,100,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38111,2025-04-02,1,37,1.0,37,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38112,2024-07-01,1,97,1.0,97,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38112,2025-04-02,1,57,1.0,57,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38117,2024-07-01,1,79,1.0,79,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38117,2025-04-02,1,36,1.0,36,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,16,,16,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,9,,9,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38122,2024-07-01,1,57,1.0,57,True,
pct_within_target,primary,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,15,,15,True,
reopen_rate,primary,EE-Illegal Dumping,citywide,4748000,2024-07-01,0.0294117647058824,68,0.029411764705882353,68,True,
reopen_rate,primary,EE-Illegal Dumping,citywide,4748000,2025-04-02,NA,18,,18,True,
reopen_rate,primary,EE-Illegal Dumping,council_district,5,2024-07-01,0.0294117647058824,68,0.029411764705882353,68,True,
reopen_rate,primary,EE-Illegal Dumping,council_district,5,2025-04-02,NA,18,,18,True,
reopen_rate,primary,EE-Illegal Dumping,reference_neighborhood,East Memphis,2024-07-01,NA,4,,4,True,
reopen_rate,primary,EE-Illegal Dumping,reference_neighborhood,East Memphis,2025-04-02,NA,1,,1,True,
reopen_rate,primary,EE-Illegal Dumping,reference_neighborhood,Midtown,2024-07-01,0.0588235294117647,34,0.058823529411764705,34,True,
reopen_rate,primary,EE-Illegal Dumping,reference_neighborhood,Midtown,2025-04-02,NA,11,,11,True,
reopen_rate,primary,EE-Illegal Dumping,super_district,9,2024-07-01,0.0294117647058824,68,0.029411764705882353,68,True,
reopen_rate,primary,EE-Illegal Dumping,super_district,9,2025-04-02,NA,18,,18,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38104,2024-07-01,NA,3,,3,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38104,2025-04-02,NA,1,,1,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38107,2024-07-01,NA,1,,1,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38108,2024-07-01,NA,2,,2,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38111,2024-07-01,NA,14,,14,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38111,2025-04-02,NA,3,,3,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38112,2024-07-01,0.0645161290322581,31,0.06451612903225806,31,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38112,2025-04-02,NA,10,,10,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38117,2024-07-01,NA,4,,4,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38117,2025-04-02,NA,1,,1,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38122,2024-07-01,NA,13,,13,True,
reopen_rate,primary,EE-Illegal Dumping,zcta,38122,2025-04-02,NA,2,,2,True,
reopen_rate,primary,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.069364161849711,346,0.06936416184971098,346,True,
reopen_rate,primary,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.101449275362319,138,0.10144927536231885,138,True,
reopen_rate,primary,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
reopen_rate,primary,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
reopen_rate,primary,PW (SM)-Potholes,council_district,5,2024-07-01,0.0697674418604651,344,0.06976744186046512,344,True,
reopen_rate,primary,PW (SM)-Potholes,council_district,5,2025-04-02,0.102189781021898,137,0.10218978102189781,137,True,
reopen_rate,primary,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0.0232558139534884,86,0.023255813953488372,86,True,
reopen_rate,primary,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,0.027027027027027,37,0.02702702702702703,37,True,
reopen_rate,primary,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.0943396226415094,106,0.09433962264150944,106,True,
reopen_rate,primary,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,0.134615384615385,52,0.1346153846153846,52,True,
reopen_rate,primary,PW (SM)-Potholes,super_district,9,2024-07-01,0.069364161849711,346,0.06936416184971098,346,True,
reopen_rate,primary,PW (SM)-Potholes,super_district,9,2025-04-02,0.101449275362319,138,0.10144927536231885,138,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,18,,18,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,2,,2,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,3,,3,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,3,,3,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38111,2024-07-01,0.0851063829787234,94,0.0851063829787234,94,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38111,2025-04-02,0.15625,32,0.15625,32,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38112,2024-07-01,0.113636363636364,88,0.11363636363636363,88,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38112,2025-04-02,0.145833333333333,48,0.14583333333333334,48,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38117,2024-07-01,0.0138888888888889,72,0.013888888888888888,72,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38117,2025-04-02,0.0333333333333333,30,0.03333333333333333,30,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38120,2024-07-01,NA,14,,14,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38120,2025-04-02,NA,7,,7,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38122,2024-07-01,0.0545454545454545,55,0.05454545454545454,55,True,
reopen_rate,primary,PW (SM)-Potholes,zcta,38122,2025-04-02,NA,13,,13,True,
reopen_rate,primary,SWM-Missed Bulk Trash,citywide,4748000,2024-07-01,0.165418652144316,1469,0.16541865214431586,1469,True,
reopen_rate,primary,SWM-Missed Bulk Trash,citywide,4748000,2025-04-02,0.231788079470199,453,0.23178807947019867,453,True,
reopen_rate,primary,SWM-Missed Bulk Trash,council_district,5,2024-07-01,0.165418652144316,1469,0.16541865214431586,1469,True,
reopen_rate,primary,SWM-Missed Bulk Trash,council_district,5,2025-04-02,0.231788079470199,453,0.23178807947019867,453,True,
reopen_rate,primary,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2024-07-01,0.168297455968689,511,0.16829745596868884,511,True,
reopen_rate,primary,SWM-Missed Bulk Trash,reference_neighborhood,East Memphis,2025-04-02,0.246636771300448,223,0.24663677130044842,223,True,
reopen_rate,primary,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2024-07-01,0.147887323943662,284,0.14788732394366197,284,True,
reopen_rate,primary,SWM-Missed Bulk Trash,reference_neighborhood,Midtown,2025-04-02,0.183673469387755,49,0.1836734693877551,49,True,
reopen_rate,primary,SWM-Missed Bulk Trash,super_district,9,2024-07-01,0.165418652144316,1469,0.16541865214431586,1469,True,
reopen_rate,primary,SWM-Missed Bulk Trash,super_district,9,2025-04-02,0.231788079470199,453,0.23178807947019867,453,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38104,2024-07-01,0.0857142857142857,35,0.08571428571428572,35,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38107,2024-07-01,0.125,32,0.125,32,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38107,2025-04-02,NA,5,,5,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38108,2024-07-01,0.205882352941176,34,0.20588235294117646,34,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38108,2025-04-02,NA,15,,15,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38111,2024-07-01,0.2,325,0.2,325,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38111,2025-04-02,0.314606741573034,89,0.3146067415730337,89,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38112,2024-07-01,0.156626506024096,249,0.1566265060240964,249,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38112,2025-04-02,0.177777777777778,45,0.17777777777777778,45,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38117,2024-07-01,0.176724137931034,464,0.17672413793103448,464,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38117,2025-04-02,0.251141552511416,219,0.2511415525114155,219,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38120,2024-07-01,0.0851063829787234,47,0.0851063829787234,47,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38120,2025-04-02,NA,4,,4,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38122,2024-07-01,0.138297872340426,282,0.13829787234042554,282,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38122,2025-04-02,0.138888888888889,72,0.1388888888888889,72,True,
reopen_rate,primary,SWM-Missed Bulk Trash,zcta,38152,2024-07-01,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,citywide,4748000,2024-07-01,0.0588235294117647,68,0.058823529411764705,68,True,
reopen_rate,radius_100m,EE-Illegal Dumping,citywide,4748000,2025-04-02,NA,18,,18,True,
reopen_rate,radius_100m,EE-Illegal Dumping,council_district,5,2024-07-01,0.0588235294117647,68,0.058823529411764705,68,True,
reopen_rate,radius_100m,EE-Illegal Dumping,council_district,5,2025-04-02,NA,18,,18,True,
reopen_rate,radius_100m,EE-Illegal Dumping,reference_neighborhood,East Memphis,2024-07-01,NA,4,,4,True,
reopen_rate,radius_100m,EE-Illegal Dumping,reference_neighborhood,East Memphis,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,reference_neighborhood,Midtown,2024-07-01,0.117647058823529,34,0.11764705882352941,34,True,
reopen_rate,radius_100m,EE-Illegal Dumping,reference_neighborhood,Midtown,2025-04-02,NA,11,,11,True,
reopen_rate,radius_100m,EE-Illegal Dumping,super_district,9,2024-07-01,0.0588235294117647,68,0.058823529411764705,68,True,
reopen_rate,radius_100m,EE-Illegal Dumping,super_district,9,2025-04-02,NA,18,,18,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38104,2024-07-01,NA,3,,3,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38104,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38107,2024-07-01,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38108,2024-07-01,NA,2,,2,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38111,2024-07-01,NA,14,,14,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38111,2025-04-02,NA,3,,3,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38112,2024-07-01,0.129032258064516,31,0.12903225806451613,31,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38112,2025-04-02,NA,10,,10,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38117,2024-07-01,NA,4,,4,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38117,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38122,2024-07-01,NA,13,,13,True,
reopen_rate,radius_100m,EE-Illegal Dumping,zcta,38122,2025-04-02,NA,2,,2,True,
reopen_rate,radius_100m,PW (SM)-Potholes,citywide,4748000,2024-07-01,0.132947976878613,346,0.1329479768786127,346,True,
reopen_rate,radius_100m,PW (SM)-Potholes,citywide,4748000,2025-04-02,0.173913043478261,138,0.17391304347826086,138,True,
reopen_rate,radius_100m,PW (SM)-Potholes,council_district,4,2024-07-01,NA,2,,2,True,
reopen_rate,radius_100m,PW (SM)-Potholes,council_district,4,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,PW (SM)-Potholes,council_district,5,2024-07-01,0.133720930232558,344,0.13372093023255813,344,True,
reopen_rate,radius_100m,PW (SM)-Potholes,council_district,5,2025-04-02,0.175182481751825,137,0.17518248175182483,137,True,
reopen_rate,radius_100m,PW (SM)-Potholes,reference_neighborhood,East Memphis,2024-07-01,0.0348837209302326,86,0.03488372093023256,86,True,
reopen_rate,radius_100m,PW (SM)-Potholes,reference_neighborhood,East Memphis,2025-04-02,0.027027027027027,37,0.02702702702702703,37,True,
reopen_rate,radius_100m,PW (SM)-Potholes,reference_neighborhood,Midtown,2024-07-01,0.19811320754717,106,0.19811320754716982,106,True,
reopen_rate,radius_100m,PW (SM)-Potholes,reference_neighborhood,Midtown,2025-04-02,0.307692307692308,52,0.3076923076923077,52,True,
reopen_rate,radius_100m,PW (SM)-Potholes,super_district,9,2024-07-01,0.132947976878613,346,0.1329479768786127,346,True,
reopen_rate,radius_100m,PW (SM)-Potholes,super_district,9,2025-04-02,0.173913043478261,138,0.17391304347826086,138,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38104,2024-07-01,NA,18,,18,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38104,2025-04-02,NA,4,,4,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38107,2024-07-01,NA,2,,2,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38107,2025-04-02,NA,1,,1,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38108,2024-07-01,NA,3,,3,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38108,2025-04-02,NA,3,,3,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38111,2024-07-01,0.159574468085106,94,0.1595744680851064,94,True,
reopen_rate,radius_100m,PW (SM)-Potholes,zcta,38111,2025-04-02,0.15625,32,0.15625,32,True,
